

File: synthetic_19
threshold: 500
Outliers:
timestamp,resid
2014-11-25 11:00:00,520.9802222673239
2014-11-29 16:00:00,539.1243762493541
2014-11-30 01:00:00,515.7875854444096
2014-12-04 08:00:00,541.5640927925906
2014-12-09 10:00:00,570.0880615629434
2014-12-09 13:00:00,738.3385683535521
2014-12-14 10:00:00,502.95175226052044
2014-12-20 17:00:00,2543.158312907893
2014-12-20 18:00:00,2630.2545256694075
2014-12-29 05:00:00,646.3987679429755
2014-12-30 12:00:00,2303.0946414183436
2014-12-30 13:00:00,2389.8418618262713
2015-01-02 08:00:00,569.7316017800704
2015-01-02 15:00:00,529.9478545106408
2015-01-03 08:00:00,561.5467642059523
2015-01-17 10:00:00,509.74512415334317
2015-01-21 05:00:00,704.575155129377
2015-01-21 07:00:00,617.36099511057
2015-01-21 09:00:00,631.2555839275959
2015-01-21 10:00:00,944.5556437307293
2015-01-21 11:00:00,797.6755637529069
