

File: synthetic_100
threshold: 500
Outliers:
timestamp,resid
2014-11-23 07:00:00,510.04739674693553
2014-11-23 16:00:00,1023.2356883641713
2014-11-24 09:00:00,525.0018146510305
2014-11-24 19:00:00,564.2906156136216
2014-11-24 21:00:00,714.4366491968836
2014-11-24 23:00:00,742.8247292800444
2014-11-25 06:00:00,561.3444886286417
2014-11-25 07:00:00,519.6280442667392
2014-11-25 11:00:00,1129.4637590487255
2014-11-25 15:00:00,536.5195270691927
2014-11-26 16:00:00,570.2814927368214
2014-11-26 21:00:00,523.3295917622373
2014-11-27 01:00:00,511.39135471512316
2014-11-27 08:00:00,553.4630021098327
2014-11-27 20:00:00,688.1633689449216
2014-11-28 02:00:00,512.1277290600038
2014-11-28 19:00:00,504.3416929561692
2014-11-28 21:00:00,523.1375014186675
2014-11-29 16:00:00,958.7214102116142
2014-11-30 01:00:00,977.9931217917809
2014-11-30 02:00:00,650.4440301992671
2014-11-30 09:00:00,801.7397077839213
2014-12-01 07:00:00,890.9658320021151
2014-12-01 10:00:00,631.0418042083585
2014-12-01 20:00:00,619.6571567923161
2014-12-02 05:00:00,603.700126950591
2014-12-02 06:00:00,514.0795447871252
2014-12-02 11:00:00,630.3866019052986
2014-12-02 15:00:00,795.5569168338459
2014-12-02 20:00:00,938.1071765301817
2014-12-03 00:00:00,788.9162921122646
2014-12-03 03:00:00,793.1839767163566
2014-12-03 09:00:00,744.0024129486095
2014-12-03 20:00:00,771.256697602023
2014-12-03 21:00:00,568.8793378751731
2014-12-04 06:00:00,617.6429090859157
2014-12-04 08:00:00,1024.642572106876
2014-12-04 14:00:00,704.5415921926278
2014-12-04 20:00:00,600.3260169366581
2014-12-05 04:00:00,703.8185693779438
2014-12-05 10:00:00,576.0028663702943
2014-12-05 20:00:00,620.8878814471977
2014-12-05 22:00:00,867.924151783533
2014-12-06 10:00:00,627.692599539274
2014-12-06 20:00:00,572.3308859976091
2014-12-07 16:00:00,600.0964913337313
2014-12-07 22:00:00,528.7646584062745
2014-12-08 16:00:00,517.8614813983378
2014-12-08 21:00:00,641.5475283545126
2014-12-08 23:00:00,593.4320996938906
2014-12-09 10:00:00,1081.3043500111216
2014-12-09 13:00:00,1061.7305813472108
2014-12-10 03:00:00,763.4815558440097
2014-12-10 06:00:00,763.6704633366963
2014-12-10 08:00:00,556.3804431451334
2014-12-10 15:00:00,642.886836338708
2014-12-11 02:00:00,991.1213806475606
2014-12-11 11:00:00,899.6072617980909
