

File: synthetic_20
threshold: 500
Outliers:
timestamp,resid
2014-11-25 11:00:00,551.2499428725217
2014-11-29 16:00:00,510.5703935655207
2014-12-02 20:00:00,532.226012620895
2014-12-09 13:00:00,565.0587960326421
2014-12-11 02:00:00,501.8788778759432
2014-12-11 11:00:00,525.3348838867669
2014-12-11 15:00:00,707.6568995910817
2014-12-11 16:00:00,517.8717067133917
2014-12-19 06:00:00,3032.112481957407
2014-12-19 07:00:00,3012.7489894484147
2014-12-19 08:00:00,2888.2933807379377
2014-12-20 17:00:00,3221.093357374093
2014-12-20 18:00:00,3249.4292283962977
2014-12-20 19:00:00,3294.728459154435
2014-12-29 05:00:00,715.990556706271
2014-12-30 12:00:00,2878.4396717898985
2014-12-30 13:00:00,2974.314414139971
2014-12-30 14:00:00,2991.739566982817
2015-01-02 08:00:00,588.6722087177161
2015-01-02 15:00:00,585.9967745682972
2015-01-03 08:00:00,559.69408055386
2015-01-15 23:00:00,594.6860459109926
2015-01-16 00:00:00,598.5580749513
2015-01-20 11:00:00,547.4457444657119
