

File: synthetic_17
threshold: 500
Outliers:
timestamp,resid
2014-12-09 13:00:00,594.8491881687809
2014-12-19 06:00:00,2287.3589330380814
2014-12-19 07:00:00,2271.483046082763
2014-12-19 08:00:00,2174.8367319610143
2014-12-20 17:00:00,2366.885292157236
2014-12-20 18:00:00,2364.824872158387
2014-12-20 19:00:00,2376.6705784521255
2014-12-29 05:00:00,521.4516415041849
2014-12-30 12:00:00,2094.114191979648
2014-12-30 13:00:00,2141.610494089713
2014-12-30 14:00:00,2120.51236405622
2015-01-21 10:00:00,570.142923475583
