

File: synthetic_22
threshold: 500
Outliers:
timestamp,resid
2014-11-23 16:00:00,527.8585065816852
2014-11-25 11:00:00,585.3527259504643
2014-12-04 08:00:00,529.4103725744194
2014-12-09 10:00:00,532.6227090323858
2014-12-09 13:00:00,750.4889225522326
2014-12-11 15:00:00,626.4100559723195
2014-12-20 17:00:00,1446.657905962687
2014-12-20 18:00:00,1468.3296178783264
2014-12-29 05:00:00,626.1594322903612
2014-12-30 12:00:00,1141.1112143887435
2014-12-30 13:00:00,1161.599383452479
2014-12-31 04:00:00,510.49439488249874
2015-01-02 08:00:00,587.8308251811711
2015-01-02 15:00:00,518.0298755191322
2015-01-03 08:00:00,567.6806847389046
2015-01-05 07:00:00,672.5002160625913
2015-01-14 07:00:00,523.4373447666173
2015-01-15 23:00:00,524.2787811779658
2015-01-16 00:00:00,522.0995926020042
