

File: synthetic_21
threshold: 500
Outliers:
timestamp,resid
2014-11-29 09:00:00,571.813444160247
2014-12-01 20:00:00,505.34106179819554
2014-12-13 21:00:00,767.4169545081908
2014-12-18 21:00:00,563.5836733986547
2014-12-21 04:00:00,543.3538040465166
2014-12-28 09:00:00,623.9782094356235
2014-12-30 12:00:00,21550.896677182518
2015-01-02 10:00:00,609.6469522791864
2015-01-06 04:00:00,504.26411028461393
2015-01-13 11:00:00,502.75758791983696
2015-01-14 00:00:00,514.009796194182
2015-01-16 05:00:00,665.9626878250015
